PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Munoz, Irene; Cepero, Almudena; Alice Pinto, Maria; Martin-Hernandez, Raquel; Higes, Mariano; De la Rua, Pilar								Presence of Nosema ceranae associated with honeybee queen introductions								INFECTION GENETICS AND EVOLUTION				23				161	168		10.1016/j.meegid.2014.02.008			APR 2014	2014										12							WOS:000335107100020		
J	Chejanovsky, Nor; Ophir, Ron; Schwager, Michal Sharabi; Slabezki, Yossi; Grossman, Smadar; Cox-Foster, Diana								Characterization of viral siRNA populations in honey bee colony collapse disorder								VIROLOGY				454				176	183		10.1016/j.virol.2014.02.012			APR 2014	2014										26							WOS:000334655000019		
J	Forkpah, Cordelia; Dixon, Luke R.; Fahrbach, Susan E.; Rueppell, Olav								Xenobiotic Effects on Intestinal Stem Cell Proliferation in Adult Honey Bee (Apis mellifera L) Workers								PLOS ONE				9	3					e91180	10.1371/journal.pone.0091180			MAR 7 2014	2014										9							WOS:000332485800111		
J	Staveley, Jane P.; Law, Sheryl A.; Fairbrother, Anne; Menzie, Charles A.								A Causal Analysis of Observed Declines in Managed Honey Bees (Apis mellifera)								HUMAN AND ECOLOGICAL RISK ASSESSMENT				20	2			566	591		10.1080/10807039.2013.831263			MAR 4 2014	2014										47							WOS:000327296100017		
J	Huang, Shao Kang; Csaki, Tamas; Doublet, Vincent; Dussaubat, Claudia; Evans, Jay D.; Gajda, Anna M.; Gregorc, Alex; Hamilton, Michele C.; Kamler, Martin; Lecocq, Antoine; Muz, Mustafa N.; Neumann, Peter; Ozkirim, Asli; Schiesser, Aygun; Sohr, Alex R.; Tanner, Gina; Tozkar, Cansu Ozge; Williams, Geoffrey R.; Wu, Lyman; Zheng, Huoqing; Chen, Yan Ping								Evaluation of Cage Designs and Feeding Regimes for Honey Bee (Hymenoptera: Apidae) Laboratory Experiments								JOURNAL OF ECONOMIC ENTOMOLOGY				107	1			54	62		10.1603/EC13213			FEB 2014	2014										7							WOS:000331151400006		
J	Fouks, Bertrand; Lattorff, H. Michael G.								Comparison of two molecular diagnostic tools for the quantification of Crithidia bombi, a parasite of bumblebees								ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA				150	2			191	197		10.1111/eea.12146			FEB 2014	2014										0							WOS:000329778100010		
J	Okosun, K. O.								DYNAMICS OF A VARROA-INFESTED HONEY BEE COLONIES MODEL								BIOMAT-International Symposium on Mathematical and Computational Biology								158	175					2014	2014						International Symposium on Mathematical and Computational Biology (BIOMAT)	NOV 04-08, 2013		Fields Inst Res Math Sci, Toronto, CANADA	0							WOS:000358137000009		
J	El Halabi, Nashaat; Achkar, Roger; Abou Haidar, Gaby			IEEE					The Effect of Cell Phone Antennas' Radiations on the Life Cycle of Honeybees								IEEE Mediterranean Electrotechnical Conference-MELECON								408	414					2014	2014						17th IEEE Mediterranean Electrotechnical Conference (MELECON)	APR 13-16, 2014	IEEE	Beirut, LEBANON	2							WOS:000355672900074		
J									Identifying Microbes by Mass Spectrometry Proteomics Preface								IDENTIFYING MICROBES BY MASS SPECTROMETRY PROTEOMICS								IX	+					2014	2014										0							WOS:000355134500001		
J	Fries, Ingemar								Microsporidia, Honeybees, and Colony Collapse Disorder								MICROSPORIDIA: PATHOGENS OF OPPORTUNITY, 1ST EDITION								571	577					2014	2014										0							WOS:000351664300023		
J	Banting, Pamela								Colony Collapse Disorder: Settler Dreams, the Climate Crisis, and Canadian Literary Ecologies								STUDIES IN CANADIAN LITERATURE-ETUDES EN LITTERATURE CANADIENNE				39	1			5	20					2014	2014										1							WOS:000350835200001		
J	McFadden, Andrew M.; Tham, Kok-Mun; Stevenson, Mark; Goodwin, Mark; Pharo, Howard; Taylor, Byron; Munro, Grant; Owen, Katie; Peacock, Lora; Stanslawek, Wlodek L.; Stone, Matthew								Israeli acute paralysis virus not detected in Apis mellifera in New Zealand in a national survey								JOURNAL OF APICULTURAL RESEARCH				53	5			520	527		10.3896/IBRA.1.53.5.03			2014	2014										1							WOS:000348490200003		
J	Negri, Pedro; Maggi, Matias; Szawarski, Nicolas; Lamattina, Lorenzo; Eguaras, Martin								Apis mellifera haemocytes in-vitro: What type of cells are they? Functional analysis before and after pupal metamorphosis								JOURNAL OF APICULTURAL RESEARCH				53	5			576	589		10.3896/IBRA.1.53.5.11			2014	2014										7							WOS:000348490200010		
J	Ferrari, Thomas E.								Magnets, magnetic field fluctuations and geomagnetic disturbances impair the homing ability of honey bees (Apis mellifera)								JOURNAL OF APICULTURAL RESEARCH				53	4			452	465		10.3896/IBRA.1.53.4.15			2014	2014										6							WOS:000344516000006		
J	Hristov, Yordan								REASONS FOR BEE COLONY LOSSES IN BULGARIA AND THEIR RELATION WITH CCD								COMPTES RENDUS DE L ACADEMIE BULGARE DES SCIENCES				67	5			727	732					2014	2014										0							WOS:000343631000019		
J	Hatjina, Fani; Costa, Cecilia; Buechler, Ralph; Uzunov, Aleksandar; Drazic, Maja; Filipi, Janja; Charistos, Leonidas; Ruottinen, Lauri; Andonov, Sreten; Meixner, Marina D.; Bienkowska, Malgorzata; Gerula, Dariusz; Panasiuk, Beata; Le Conte, Yves; Wilde, Jerzy; Berg, Stefan; Bouga, Maria; Dyrba, Winfried; Kiprijanovska, Hrisula; Korpela, Seppo; Kryger, Per; Lodesani, Marco; Pechhacker, Hermann; Petrov, Plamen; Kezic, Nikola								Population dynamics of European honey bee genotypes under different environmental conditions								JOURNAL OF APICULTURAL RESEARCH				53	2			233	247		10.3896/IBRA.1.53.2.05			2014	2014										28							WOS:000337932500006		
J	Li, Ji Lian; Cornman, R. Scott; Evans, Jay D.; Pettis, Jeffery S.; Zhao, Yan; Murphy, Charles; Peng, Wen Jun; Wu, Jie; Hamilton, Michele; Boncristiani, Humberto F., Jr.; Zhou, Liang; Hammond, John; Chen, Yan Ping								Systemic Spread and Propagation of a Plant-Pathogenic Virus in European Honeybees, Apis mellifera								MBIO				5	1					e00898-13	10.1128/mBio.00898-13			JAN-FEB 2014	2014										26							WOS:000332526500036		
J	Zirbes, Lara; Bach Kim Nguyen; de Graaf, Dirk C.; De Meulenaer, Bruno; Reybroeck, Wim; Haubruge, Eric; Saegerman, Claude								Hydroxymethylfurfural: A Possible Emergent Cause of Honey Bee Mortality?								JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY				61	49			11865	11870		10.1021/jf403280n			DEC 11 2013	2013										14							WOS:000328439700001		
J	Hernan Sguazza, Guillermo; Jose Reynaldi, Francisco; Monica Galosi, Cecilia; Ricardo Pecoraro, Marcelo								Simultaneous detection of bee viruses by multiplex PCR								JOURNAL OF VIROLOGICAL METHODS				194	1-2			102	106		10.1016/j.jviromet.2013.08.003			DEC 2013	2013										10							WOS:000328521600016		
J	Borsuk, Grzegorz; Paleolog, Jerzy; Olszewski, Krzysztof; Strachecka, Aneta								Laboratory assessment of the effect of nanosilver on longevity, sugar syrup ingestion, and infection of honeybees with Nosema spp.								MEDYCYNA WETERYNARYJNA-VETERINARY MEDICINE-SCIENCE AND PRACTICE				69	12			730	732					DEC 2013	2013										1							WOS:000327925300005		
J	Chavez-Galarza, Julio; Henriques, Dora; Johnston, J. Spencer; Azevedo, Joao C.; Patton, John C.; Munoz, Irene; De La Rua, Pilar; Alice Pinto, M.								Signatures of selection in the Iberian honey bee (Apis mellifera iberiensis) revealed by a genome scan analysis of single nucleotide polymorphisms								MOLECULAR ECOLOGY				22	23			5890	5907		10.1111/mec.12537			DEC 2013	2013										25							WOS:000327278700013		
J	Teixeira, Erica Weinstein; dos Santos, Lubiane Guimaraes; Sattler, Aroni; Message, Dejair; Marques Florencio Alves, Maria Luisa Teles; Martins, Marta Fonseca; Grassi-Sella, Marina Lopes; Francoy, Tiago Mauricio								Nosema ceranae has been present in Brazil for more than three decades infecting Africanized honey bees								JOURNAL OF INVERTEBRATE PATHOLOGY				114	3			250	254		10.1016/j.jip.2013.09.002			NOV 2013	2013										31							WOS:000327824400008		
J	Chen, Mei; Collins, Erin M.; Tao, Lin; Lu, Chensheng								Simultaneous determination of residues in pollen and high-fructose corn syrup from eight neonicotinoid insecticides by liquid chromatography-tandem mass spectrometry								ANALYTICAL AND BIOANALYTICAL CHEMISTRY				405	28			9251	9264		10.1007/s00216-013-7338-7			NOV 2013	2013										30							WOS:000326374100027		
J	Berry, Jennifer A.; Hood, W. Michael; Pietravalle, Stephane; Delaplane, Keith S.								Field-Level Sublethal Effects of Approved Bee Hive Chemicals on Honey Bees (Apis mellifera L)								PLOS ONE				8	10					e76536	10.1371/journal.pone.0076536			OCT 18 2013	2013										20							WOS:000326029300035		
J	Wilson, Michael B.; Spivak, Marla; Hegeman, Adrian D.; Rendahl, Aaron; Cohen, Jerry D.								Metabolomics Reveals the Origins of Antimicrobial Plant Resins Collected by Honey Bees								PLOS ONE				8	10					e77512	10.1371/journal.pone.0077512			OCT 18 2013	2013										25							WOS:000326029300100		
J	Flenniken, Michelle L.; Andino, Raul								Non-Specific dsRNA-Mediated Antiviral Response in the Honey Bee								PLOS ONE				8	10					e77263	10.1371/journal.pone.0077263			OCT 10 2013	2013										47							WOS:000325814200076		
J	Li, Zhiguo; Chen, Yanping; Zhang, Shaowu; Chen, Shenglu; Li, Wenfeng; Yan, Limin; Shi, Liangen; Wu, Lyman; Sohr, Alex; Su, Songkun								Viral Infection Affects Sucrose Responsiveness and Homing Ability of Forager Honey Bees, Apis mellifera L.								PLOS ONE				8	10					e77354	10.1371/journal.pone.0077354			OCT 10 2013	2013										21							WOS:000325814200082		
J	Graystock, Peter; Yates, Kathryn; Darvill, Ben; Goulson, Dave; Hughes, William O. H.								Emerging dangers: Deadly effects of an emergent parasite in a new pollinator host								JOURNAL OF INVERTEBRATE PATHOLOGY				114	2			114	119		10.1016/j.jip.2013.06.005			OCT 2013	2013										62							WOS:000324790400002		
J	Vijayendran, Diveena; Airs, Paul M.; Dolezal, Kelly; Bonning, Bryony C.								Arthropod viruses and small RNAs								JOURNAL OF INVERTEBRATE PATHOLOGY				114	2			186	195		10.1016/j.jip.2013.07.006			OCT 2013	2013										17							WOS:000324790400012		
J	Russell, Stephen; Barron, Andrew B.; Harris, David								Dynamic modelling of honey bee (Apis mellifera) colony growth and failure								ECOLOGICAL MODELLING				265				158	169		10.1016/j.ecolmodel.2013.06.005			SEP 10 2013	2013										32							WOS:000323688900015		
J	Biddinger, David J.; Robertson, Jacqueline L.; Mullin, Chris; Frazier, James; Ashcraft, Sara A.; Rajotte, Edwin G.; Joshi, Neelendra K.; Vaughn, Mace								Comparative Toxicities and Synergism of Apple Orchard Pesticides to Apis mellifera (L.) and Osmia cornifrons (Radoszkowski)								PLOS ONE				8	9					e72587	10.1371/journal.pone.0072587			SEP 9 2013	2013										43							WOS:000326405300014		
J	Boncristiani, Humberto F.; Evans, Jay D.; Chen, Yanping; Pettis, Jeff; Murphy, Charles; Lopez, Dawn L.; Simone-Finstrom, Michael; Strand, Micheline; Tarpy, David R.; Rueppell, Olav								In Vitro Infection of Pupae with Israeli Acute Paralysis Virus Suggests Disturbance of Transcriptional Homeostasis in Honey Bees (Apis mellifera)								PLOS ONE				8	9					e73429	10.1371/journal.pone.0073429			SEP 5 2013	2013										22							WOS:000324481600076		
J	Vicente-Rubiano, M.; Kukielka, D.; de las Heras, A. I.; Sanchez-Vizcaino, J. M.								Short communication. Presence, quantification and phylogeny of Israeli acute paralysis virus of honeybees in Andalusia (Spain)								SPANISH JOURNAL OF AGRICULTURAL RESEARCH				11	3			708	713		10.5424/sjar/2013113-3531			SEP 2013	2013										1							WOS:000324282800016		
J	Ravoet, Jorgen; Maharramov, Jafar; Meeus, Ivan; De Smet, Lina; Wenseleers, Tom; Smagghe, Guy; de Graaf, Dirk C.								Comprehensive Bee Pathogen Screening in Belgium Reveals Crithidia mellificae as a New Contributory Factor to Winter Mortality								PLOS ONE				8	8					e72443	10.1371/journal.pone.0072443			AUG 26 2013	2013										91							WOS:000324228800073		
J	Klatt, Bjoern K.; Burmeister, Carina; Westphal, Catrin; Tscharntke, Teja; von Fragstein, Maximillian								Flower Volatiles, Crop Varieties and Bee Responses								PLOS ONE				8	8					e72724	10.1371/journal.pone.0072724			AUG 20 2013	2013										19							WOS:000324527300094		
J	Chen, Jing; Mullin, Christopher A.								Quantitative Determination of Trisiloxane Surfactants in Beehive Environments Based on Liquid Chromatography Coupled to Mass Spectrometry								ENVIRONMENTAL SCIENCE & TECHNOLOGY				47	16			9317	9323		10.1021/es4010619			AUG 20 2013	2013										14							WOS:000323471700040		
J	de Lange, Willem J.; Veldtman, Ruan; Allsopp, Mike H.								Valuation of pollinator forage services provided by Eucalyptus cladocalyx								JOURNAL OF ENVIRONMENTAL MANAGEMENT				125				12	18		10.1016/j.jenvman.2013.03.027			AUG 15 2013	2013										7							WOS:000320416800003		
J	Becher, Matthias A.; Osborne, Juliet L.; Thorbek, Pernille; Kennedy, Peter J.; Grimm, Volker								REVIEW: Towards a systems approach for understanding honeybee decline: a stocktaking and synthesis of existing models								JOURNAL OF APPLIED ECOLOGY				50	4			868	880		10.1111/1365-2664.12112			AUG 2013	2013										65							WOS:000321762900007		
J	Martin, Stephen J.; Hardy, Jennifer; Villalobos, Ethel; Martin-Hernandez, Raquel; Nikaido, Scott; Higes, Mariano								Do the honeybee pathogens Nosema ceranae and deformed wing virus act synergistically?								ENVIRONMENTAL MICROBIOLOGY REPORTS				5	4			506	510		10.1111/1758-2229.12052			AUG 2013	2013										18							WOS:000321759600003		
J	Pettis, Jeffery S.; Lichtenberg, Elinor M.; Andree, Michael; Stitzinger, Jennie; Rose, Robyn; vanEngelsdorp, Dennis								Crop Pollination Exposes Honey Bees to Pesticides Which Alters Their Susceptibility to the Gut Pathogen Nosema ceranae								PLOS ONE				8	7					e70182	10.1371/journal.pone.0070182			JUL 24 2013	2013										163							WOS:000322167900111		
J	Chen, Yan Ping; Pettis, Jeffery S.; Zhao, Yan; Liu, Xinyue; Tallon, Luke J.; Sadzewicz, Lisa D.; Li, Renhua; Zheng, Huoqing; Huang, Shaokang; Zhang, Xuan; Hamilton, Michele C.; Pernal, Stephen F.; Melathopoulos, Andony P.; Yan, Xianghe; Evans, Jay D.								Genome sequencing and comparative genomics of honey bee microsporidia, Nosema apis reveal novel insights into host-parasite interactions								BMC GENOMICS				14						451	10.1186/1471-2164-14-451			JUL 5 2013	2013										26							WOS:000322386800001		
J	Yanez, Karen P.; Bernal, Jose L.; Nozal, Maria J.; Martin, Maria T.; Bernal, Jose								Fast Determination of Imidacloprid in Beeswax by Liquid Chromatography Coupled to Electrospray-Mass Spectrometry								CURRENT ANALYTICAL CHEMISTRY				9	3			495	503					JUL 2013	2013										5							WOS:000324492600018		
J	Kleinman, Daniel Lee; Suryanarayanan, Sainath								Dying Bees and the Social Production of Ignorance								SCIENCE TECHNOLOGY & HUMAN VALUES				38	4			492	517		10.1177/0162243912442575			JUL 2013	2013										29							WOS:000320503300003		
J	Coons, Brett D.; Quinn, James M.								Rates of honeybee sting hypersensitivity in San Antonio during honeybee colony collapse disorder								ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY				110	6			464	464		10.1016/j.anai.2013.03.012			JUN 2013	2013										0							WOS:000319401500012		
J	Matsumoto, Takashi								Reduction in homing flights in the honey bee Apis mellifera after a sublethal dose of neonicotinoid insecticides								BULLETIN OF INSECTOLOGY				66	1			1	9					JUN 2013	2013										20							WOS:000319310300001		
J	Dussaubat, Claudia; Maisonnasse, Alban; Crauser, Didier; Beslay, Dominique; Costagliola, Guy; Soubeyrand, Samuel; Kretzchmar, Andre; Le Conte, Yves								Flight behavior and pheromone changes associated to Nosema ceranae infection of honey bee workers (Apis mellifera) in field conditions								JOURNAL OF INVERTEBRATE PATHOLOGY				113	1			42	51		10.1016/j.jip.2013.01.002			MAY 2013	2013										51							WOS:000317372000006		
J	Purcell-Miramontes, Mary F.								Managed Pollinator CAP Coordinated Agricultural Project COLONY COLLAPSE DISORDER (CCD), FEDERAL FUNDING AND THE CHALLENGES OF BEE DECLINE RESEARCH: A BUREAUCRAT'S PERSPECTIVE								AMERICAN BEE JOURNAL				153	4			431	433					APR 2013	2013										0							WOS:000331010700022		
J	Suryanarayanan, Sainath; Kleinman, Daniel Lee								Be(e) coming experts: The controversy over insecticides in the honey bee colony collapse disorder								SOCIAL STUDIES OF SCIENCE				43	2			215	240		10.1177/0306312712466186			APR 2013	2013										30							WOS:000329433200004		
J	Odemer, Richard								Nosema ceranae, a new threat to honey bees (Apis mellifera L.)?								TIERAERZTLICHE UMSCHAU				68	4			126	131					APR 1 2013	2013										0							WOS:000319312000006		
J	Cornman, Robert Scott; Boncristiani, Humberto; Dainat, Benjamin; Chen, Yanping; vanEngelsdorp, Dennis; Weaver, Daniel; Evans, Jay D.								Population-genomic variation within RNA viruses of the Western honey bee, Apis mellifera, inferred from deep sequencing								BMC GENOMICS				14						154	10.1186/1471-2164-14-154			MAR 7 2013	2013										19							WOS:000316204200001		
J	Burand, John P.; Hunter, Wayne B.								RNAi: Future in insect management								JOURNAL OF INVERTEBRATE PATHOLOGY				112				S68	S74		10.1016/j.jip.2012.07.012			MAR 2013	2013										71							WOS:000317872200011		
J	Francis, Roy Mathew; Nielsen, Steen Lykke; Kryger, Per								Patterns of viral infection in honey bee queens								JOURNAL OF GENERAL VIROLOGY				94				668	676		10.1099/vir.0.047019-0			MAR 2013	2013										10							WOS:000316845100021		
J	Ferrari, Thomas E.								COLONY COLLAPSE DISORDER (CCD), CETACEAN BEACHING DISORDER (CBD), & MAGNETO-RECEPTION DISORDER (MRD)								AMERICAN BEE JOURNAL				153	3			209	210					MAR 2013	2013										0							WOS:000331010600002		
J	Higes, Mariano; Meana, Aranzazu; Bartolome, Carolina; Botias, Cristina; Martin-Hernandez, Raquel								Nosema ceranae (Microsporidia), a controversial 21st century honey bee pathogen								ENVIRONMENTAL MICROBIOLOGY REPORTS				5	1			17	29		10.1111/1758-2229.12024			FEB 2013	2013										97							WOS:000314474500001		
J	El Halabi, Nashaat; Achkar, Roger; Abou Haidar, Gaby								The Effect of Cell Phone Radiations on the Life Cycle of Honeybees								2013 IEEE EUROCON								529	535					2013	2013						IEEE EUROCON Conference	JUL 01-04, 2013	IEEE; IEEE Croatia Sect; IEEE Reg 8; FER	Zagreb, CROATIA	1							WOS:000343135600076		
J	Antunez, Karina; Mendoza, Yamandu; Santos, Estela; Invernizzi, Ciro								Differential expression of vitellogenin in honey bees (Apis mellifera) with different degrees of Nosema ceranae infection								JOURNAL OF APICULTURAL RESEARCH				52	5					UNSP 52.5.09	10.3896/IBRA.1.52.5.09			2013	2013										7							WOS:000327936200009		
J	Piechowicz, Bartosz; Grodzicki, Przemyslaw; Stawarczyk, Michal; Stawarczyk, Kinga								Circadian and Seasonal Changes in Honeybee (Apis mellifera) Worker Susceptibility to Diazinon, Teflubenzuron, Pirimicarb, and Indoxacarb								POLISH JOURNAL OF ENVIRONMENTAL STUDIES				22	5			1457	1463					2013	2013										8							WOS:000326127800021		
J	Evans, Jay D.; Schwarz, Ryan S.; Chen, Yan Ping; Budge, Giles; Cornman, Robert S.; De la Rua, Pilar; de Miranda, Joachim R.; Foret, Sylvain; Foster, Leonard; Gauthier, Laurent; Genersch, Elke; Gisder, Sebastian; Jarosch, Antje; Kucharski, Robert; Lopez, Dawn; Lun, Cheng Man; Moritz, Robin F. A.; Maleszka, Ryszard; Munoz, Irene; Alice Pinto, M.								Standard methods for molecular research in Apis mellifera								JOURNAL OF APICULTURAL RESEARCH				52	4					UNSP 52.4.11	10.3896/IBRA.1.52.4.11			2013	2013										56							WOS:000323845800009		
J	Spevak, Edward M.								A is for apiculture, B is for bee, C is for colony-collapse disorder, P is for pollinator parks: an A to Z overview of what insect conservationists can learn from the bees								MANAGEMENT OF INSECTS IN RECREATION AND TOURISM								76	94					2013	2013										1							WOS:000317124600005		
J	Ozkirim, Asli; Schiesser, Aygun								Israeli acute paralysis virus (IAPV) in Turkish bees								JOURNAL OF APICULTURAL RESEARCH				52	2					52.2.09	10.3896/IBRA.1.52.2.09			2013	2013										2							WOS:000317041800009		
J	vanEngelsdorp, Dennis; Lengerich, Eugene; Spleen, Angela; Dainat, Benjamin; Cresswell, James; Baylis, Kathy; Nguyen, Bach Kim; Soroker, Victoria; Underwood, Robyn; Human, Hannelie; Le Conte, Yves; Saegerman, Claude								Standard epidemiological methods to understand and improve Apis mellifera health								JOURNAL OF APICULTURAL RESEARCH				52	1					52.1.08	10.3896/IBRA.1.52.1.08			2013	2013										3							WOS:000315730300008		
J	Tsai, Zuo-Min; Jau, Pei-Hung; Kuo, Nai-Chung; Kao, Jui-Chi; Lin, Kun-You; Chang, Fan-Ren; Yang, En-Cheng; Wang, Huei								A High-Range-Accuracy and High-Sensitivity Harmonic Radar Using Pulse Pseudorandom Code for Bee Searching								IEEE TRANSACTIONS ON MICROWAVE THEORY AND TECHNIQUES				61	1			666	675		10.1109/TMTT.2012.2230020			JAN 2013	2013						International Microwave Symposium Special Issue and Conference	JUN 17-22, 2012		Montreal, CANADA	29							WOS:000313940700036		
J	Farooqui, Tahira								A potential link among biogenic amines-based pesticides, learning and memory, and colony collapse disorder: A unique hypothesis								NEUROCHEMISTRY INTERNATIONAL				62	1			122	136		10.1016/j.neuint.2012.09.020			JAN 2013	2013										37							WOS:000314445200015		
J	Zacepins, Aleksejs; Karasha, Toms								APPLICATION OF TEMPERATURE MEASUREMENTS FOR BEE COLONY MONITORING: A REVIEW								Engineering for Rural Development								126	131					2013	2013						12th International Scientific Conference on Engineering for Rural Development	MAY 23-24, 2014	Latvia Univ Agr, Fac Engn; Latvian Acad Agr & Forestry Sci, Div Engn	Jelgava, LATVIA	0							WOS:000382064800022		
J	Maser, Chris	Schowalter, TD							Effects of Insects on Ecosystem Services								Social Environmental Sustainability								233	273					2013	2013										1							WOS:000355003800009		
J	vanEngelsdorp, Dennis; Lengerich, Eugene; Spleen, Angela; Dainat, Benjamin; Cresswell, James; Baylis, Kathy; Bach Kim Nguyen; Soroker, Victoria; Underwood, Robyn; Human, Hannelie; Le Conte, Yves; Saegerman, Claude								Standard epidemiological methods to understand and improve Apis mellifera health								JOURNAL OF APICULTURAL RESEARCH				52	4					UNSP 52.4.15	10.3896/IBRA.1.52.4.15			2013	2013										16							WOS:000323845800013		
J	Ferrari, Tom								GEOMAGNETIC FLUX AS A CAUSE OF COLONY COLLAPSE DISORDER								AMERICAN BEE JOURNAL				152	12			1107	1108					DEC 2012	2012										0							WOS:000311654900006		
J	Chen, Yamping (Judy); Evans, Jay D.								Managed Pollinator CAP Coordinated Agricultural Project A National Research and Extension Initiative to Reverse Pollinator Decline RNAi in Treating Honey Bee Diseases								AMERICAN BEE JOURNAL				152	12			1171	1173					DEC 2012	2012										0							WOS:000311654900016		
J	Sgolastra, Fabio; Renzi, Teresa; Draghetti, Stefano; Medrzycki, Piotr; Lodesani, Marco; Maini, Stefano; Porrini, Claudio								Effects of neonicotinoid dust from maize seed-dressing on honey bees								BULLETIN OF INSECTOLOGY				65	2			273	280					DEC 2012	2012										21							WOS:000311660800015		
J	Lu, Chensheng; Warchol, Kenneth M.; Callahan, Richard A.								In situ replication of honey bee colony collapse disorder (vol 65, pg 99, 2012)								BULLETIN OF INSECTOLOGY				65	2									DEC 2012	2012										0							WOS:000311660800021		
J	Antunez, K.; Anido, M.; Garrido-Bailon, E.; Botias, C.; Zunino, P.; Martinez-Salvador, A.; Martin-Hernandez, R.; Higes, M.								Low prevalence of honeybee viruses in Spain during 2006 and 2007								RESEARCH IN VETERINARY SCIENCE				93	3			1441	1445		10.1016/j.rvsc.2012.03.006			DEC 2012	2012										13							WOS:000311185900060		
J	Yang, En-Cheng; Chang, Hui-Chun; Wu, Wen-Yen; Chen, Yu-Wen								Impaired Olfactory Associative Behavior of Honeybee Workers Due to Contamination of Imidacloprid in the Larval Stage								PLOS ONE				7	11					e49472	10.1371/journal.pone.0049472			NOV 14 2012	2012										56							WOS:000311151900149		
J	Tian, Baoyu; Fadhil, Nibal H.; Powell, J. Elijah; Kwong, Waldan K.; Moran, Nancy A.								Long-Term Exposure to Antibiotics Has Caused Accumulation of Resistance Determinants in the Gut Microbiota of Honeybees								MBIO				3	6					e00377-12	10.1128/mBio.00377-12			NOV-DEC 2012	2012										39							WOS:000313100700011		
J	Cisarovsky, Gabriel; Koch, Hauke; Schmid-Hempel, Paul								A field study on the influence of food and immune priming on a bumblebee-gut parasite system								OECOLOGIA				170	3			877	884		10.1007/s00442-012-2333-9			NOV 2012	2012										4							WOS:000309866200027		
J	De Smet, Lina; Ravoet, Jorgen; de Miranda, Joachim R.; Wenseleers, Tom; Mueller, Matthias Y.; Moritz, Robin F. A.; de Graaf, Dirk C.								BeeDoctor, a Versatile MLPA-Based Diagnostic Tool for Screening Bee Viruses								PLOS ONE				7	10					e47953	10.1371/journal.pone.0047953			OCT 29 2012	2012										30							WOS:000310705300028		
J	Vidal-Naquet, Nicolas								DISEASES OF THE REARED HONEYBEE APIS MELLIFERA L.								BULLETIN DE L ACADEMIE VETERINAIRE DE FRANCE				165	4			307	316					OCT-DEC 2012	2012										0							WOS:000313695700002		
J	Borsuk, Grzegorz; Czerska, Katarzyna; Olszewski, Krzysztof; Strachecka, Aneta; Paleolog, Jerzy; Chobotow, Jacek								Current state of knowledge of Varroa destructor								MEDYCYNA WETERYNARYJNA				68	10			579	584					OCT 2012	2012										3							WOS:000309377600001		
J	Glinski, Zdzislaw; Marc, Mateusz; Chelminski, Artur								Role of Varroa destructor as immunosuppressor and vector of infections in colony collapse disorder (CCD)								MEDYCYNA WETERYNARYJNA				68	10			585	588					OCT 2012	2012										1							WOS:000309377600002		
J	Ptaszynska, Aneta A.; Borsuk, Grzegorz; Anusiewicz, Marcin; Mulenko, Wieslaw								Location of Nosema spp. spores within the body of the honey bee								MEDYCYNA WETERYNARYJNA-VETERINARY MEDICINE-SCIENCE AND PRACTICE				68	10			618	621					OCT 2012	2012										9							WOS:000309377600010		
J	Manuel Fernandez, Jose; Puerta, Francisco; Cousinou, Mercedes; Dios-Palomares, Rafaela; Campano, Francisco; Redondo, Laura								Asymptomatic presence of Nosema spp. in Spanish commercial apiaries								JOURNAL OF INVERTEBRATE PATHOLOGY				111	2			106	110		10.1016/j.jip.2012.06.008			OCT 2012	2012										21							WOS:000308898300002		
J	Foley, Kirsten; Fazio, Geraldine; Jensen, Annette B.; Hughes, William O. H.								Nutritional limitation and resistance to opportunistic Aspergillus parasites in honey bee larvae								JOURNAL OF INVERTEBRATE PATHOLOGY				111	1			68	73		10.1016/j.jip.2012.06.006			SEP 15 2012	2012										32							WOS:000307797300010		
J	Cornman, R. Scott; Tarpy, David R.; Chen, Yanping; Jeffreys, Lacey; Lopez, Dawn; Pettis, Jeffery S.; vanEngelsdorp, Dennis; Evans, D.								Pathogen Webs in Collapsing Honey Bee Colonies								PLOS ONE				7	8					e43562	10.1371/journal.pone.0043562			AUG 21 2012	2012										168							WOS:000307789700040		
J	Desai, S. D.; Eu, Y. -J.; Whyard, S.; Currie, R. W.								Reduction in deformed wing virus infection in larval and adult honey bees (Apis mellifera L.) by double-stranded RNA ingestion								INSECT MOLECULAR BIOLOGY				21	4			446	455		10.1111/j.1365-2583.2012.01150.x			AUG 2012	2012										43							WOS:000306079300006		
